id,user_id,watched_video_id,watch_time_in_sec
1510,1,3142,5
1511,1,7651,16
1512,1,9257,24
1513,1,3262,187
1514,2,1955,235
1515,1,6133,213
1516,1,3452,113
1517,2,6849,226
1518,1,7091,22
1519,2,5549,118
1520,1,9442,272
1521,1,6481,220
1522,1,9658,67
1523,1,110,164
1524,1,199,155
1525,2,4918,47
1526,1,7221,258
1527,2,7274,241
1528,1,7079,120
1529,2,2575,264
1530,2,7706,180
1531,2,7308,98
1532,2,1443,216
1533,1,9370,284
1534,2,7205,188
1535,2,1738,154
1536,1,8944,216
1537,2,3719,150
1538,2,7216,14
1539,2,3405,244
1540,2,2318,92
1541,1,4270,241
1542,2,8177,139
1543,2,4285,17
1544,2,6719,83
1545,2,6671,42
1546,2,9402,224
1547,1,9361,35
1548,2,555,4
1549,2,8750,150
1550,1,10013,153
1551,2,9899,206
1552,1,3061,135
1553,1,3097,283
1554,2,3874,62
1555,2,9225,69
1556,2,9679,56
1557,1,1592,152
1558,1,9464,145
1559,2,9434,118
1560,1,3545,221
1561,1,3256,14
1562,2,2076,105
1563,2,2762,141
1564,1,10039,197
1565,2,2015,106
1566,2,9013,256
1567,1,7165,293
1568,2,5110,87
1569,1,8273,90
1570,2,9432,178
1571,2,1719,155
1572,2,10031,245
1573,2,5007,53
1574,1,5596,123
1575,1,3862,125
1576,2,8449,196
1577,2,5354,146
1578,1,3619,55
1579,2,612,222
1580,2,2914,272
1581,1,8767,238
1582,2,3927,108
1583,2,9383,138
1584,2,1876,134
1585,1,1845,279
1586,2,1765,129
1587,1,1938,229
1588,2,1895,242
1589,1,7787,38
1590,1,8899,253
1591,1,113,150
1592,2,7536,140
1593,1,1678,107
1594,1,1803,79
1595,2,1969,25
1596,1,5747,94
1597,2,8685,23
1598,1,4637,109
1599,2,2948,204
1600,2,1480,245
1601,1,3683,153
1602,1,5288,238
1603,2,8858,205
1604,1,6167,163
1605,2,7069,42
1606,1,9408,132
1607,2,9336,177
1608,1,7517,170
1609,1,113,48
1610,2,7978,291
1611,1,6951,266
1612,2,392,38
1613,2,6094,55
1614,1,5013,178
1615,2,2439,40
1616,2,1074,67
1617,1,6357,120
1618,1,8374,40
1619,1,481,59
1620,1,159,68
1621,2,4457,129
1622,2,2799,205
1623,2,1334,99
1624,1,2805,121
1625,1,8232,235
1626,1,8287,171
1627,1,6471,288
1628,2,4317,219
1629,1,4214,11
1630,2,1525,189
1631,1,2692,129
1632,2,423,128
1633,2,1136,40
1634,2,9419,257
1635,2,100,263
1636,1,9993,0
1637,1,591,52
1638,2,8703,31
1639,1,3071,13
1640,2,223,199
1641,1,4882,70
1642,1,8478,11
1643,2,2980,15
1644,1,8983,28
1645,2,7651,148
1646,1,1223,152
1647,2,7672,39
1648,1,9748,149
1649,1,7690,176
1650,2,4684,240
1651,1,2883,183
1652,2,2804,286
1653,1,2222,76
1654,1,6308,157
1655,2,1732,276
1656,2,4467,165
1657,2,4277,158
1658,2,5308,202
1659,2,6306,63
1660,2,6160,1
1661,2,6915,243
1662,2,9399,19
1663,2,2840,187
1664,2,1469,289
1665,2,8291,208
1666,1,4917,212
1667,2,6802,284
1668,2,4384,170
1669,2,8496,101
1670,1,1943,258
1671,1,5486,181
1672,1,3054,70
1673,1,907,140
1674,2,9425,231
1675,1,4449,203
1676,2,2980,119
1677,2,8173,270
1678,1,3864,285
1679,2,712,117
1680,2,2366,287
1681,2,69,187
1682,2,7522,241
1683,2,5610,218
1684,2,3190,41
1685,2,7998,179
1686,2,327,271
1687,1,4810,278
1688,2,6717,126
1689,2,6564,112
1690,1,9836,128
1691,2,1322,237
1692,2,7896,177
1693,2,5124,135
1694,1,1363,204
1695,2,6822,280
1696,1,9898,250
1697,1,3763,225
1698,1,7991,51
1699,1,1696,180
1700,2,849,226
1701,2,376,281
1702,1,2367,240
1703,2,7634,287
1704,2,2519,296
1705,2,8036,125
1706,1,8337,18
1707,2,6839,17
1708,1,7407,255
1709,1,9162,87
1710,2,3050,16
1711,1,6307,152
1712,2,6336,156
1713,2,2393,75
1714,1,2197,276
1715,1,6594,21
1716,1,7217,81
1717,2,4942,189
1718,1,3819,18
1719,2,6719,175
1720,2,7138,201
1721,2,738,90
1722,1,565,187
1723,1,8022,162
1724,2,983,196
1725,1,7172,68
1726,2,4296,60
1727,1,9852,110
1728,1,4981,299
1729,2,4139,82
1730,1,1064,124
1731,1,2188,296
1732,1,2356,31
1733,2,2191,100
1734,1,9003,3
1735,1,6706,199
1736,1,9427,166
1737,1,5862,298
1738,2,4618,239
1739,2,6655,211
1740,1,5190,23
1741,1,6142,100
1742,1,3090,97
1743,2,3355,244
1744,2,10040,29
1745,1,6078,271
1746,2,388,211
1747,1,5264,13
1748,2,1135,215
1749,2,2162,140
1750,2,4413,86
1751,2,2436,40
1752,2,7103,287
1753,2,1422,285
1754,1,1173,129
1755,1,9991,294
1756,2,7664,185
1757,1,5534,2
1758,1,977,17
1759,1,6590,237
1760,1,6859,132
1761,2,2586,292
1762,2,5825,270
1763,2,9365,90
1764,2,9258,203
1765,1,9094,296
1766,2,3029,258
1767,2,9304,177
1768,1,2969,112
1769,1,9158,94
1770,1,1300,203
1771,1,3554,56
1772,2,1381,287
1773,2,6009,31
1774,1,9185,135
1775,2,8510,62
1776,1,2112,231
1777,1,6867,196
1778,2,9777,132
1779,2,8189,29
1780,1,244,191
1781,2,7642,0
1782,2,8430,289
1783,1,4187,23
1784,2,2191,52
1785,1,1125,218
1786,1,787,171
1787,2,3567,138
1788,2,4020,136
1789,1,2895,42
1790,2,72,233
1791,2,2307,239
1792,1,110,199
1793,1,1053,235
1794,2,4525,142
1795,1,7458,257
1796,2,422,184
1797,2,7823,122
1798,1,6532,256
1799,1,5031,26
1800,1,6538,107
1801,2,7328,195
1802,1,2979,12
1803,2,7880,42
1804,1,2478,227
1805,1,4966,299
1806,1,7777,141
1807,1,8018,278
1808,1,6770,50
1809,1,1746,167
1810,2,9645,60
1811,2,1840,38
1812,1,8556,236
1813,1,9082,201
1814,2,7959,221
1815,2,327,78
1816,2,7602,104
1817,1,49,150
1818,1,185,108
1819,2,6301,229
1820,1,1045,60
1821,2,1613,115
1822,2,1941,291
1823,2,4032,254
1824,2,5328,87
1825,2,5700,41
1826,2,8410,19
1827,1,4913,161
1828,2,9709,198
1829,1,8311,106
1830,1,178,212
1831,1,3191,270
1832,1,4200,103
1833,1,7436,168
1834,2,9540,7
1835,1,7988,201
1836,2,1876,185
1837,2,4488,230
1838,2,4095,227
1839,1,9337,78
1840,2,1162,274
1841,2,7268,169
1842,1,8145,163
1843,1,3252,250
1844,1,9946,44
1845,2,9534,79
1846,1,7836,126
1847,2,7389,52
1848,2,8866,199
1849,1,4294,285
1850,1,3464,48
1851,2,4845,189
1852,1,6752,59
1853,1,1050,200
1854,2,2518,252
1855,2,7268,172
1856,2,7809,115
1857,2,9905,233
1858,2,8134,9
1859,1,1823,207
1860,1,8260,6
1861,1,1299,185
1862,2,9564,80
1863,2,4175,131
1864,1,8890,12
1865,1,5612,152
1866,2,5352,49
1867,2,4916,203
1868,1,5928,239
1869,2,6491,235
1870,1,9773,137
1871,1,7131,197
1872,2,3297,218
1873,2,9818,41
1874,2,6374,13
1875,2,4427,268
1876,2,1940,244
1877,1,4242,9
1878,2,7238,103
1879,2,4552,216
1880,1,4890,139
1881,2,8532,56
1882,2,8427,193
1883,2,2063,61
1884,2,1092,8
1885,2,8809,219
1886,2,2091,141
1887,2,407,230
1888,1,1696,217
1889,2,2538,146
1890,2,7827,109
1891,2,9925,181
1892,1,7225,49
1893,1,4757,152
1894,2,4044,62
1895,2,3471,276
1896,2,1961,215
1897,2,8906,281
1898,2,3103,292
1899,1,9747,171
1900,2,9402,136
1901,1,2250,183
1902,1,291,258
1903,2,6617,93
1904,1,5811,119
1905,1,2664,279
1906,2,6499,127
1907,2,571,212
1908,2,1305,204
1909,2,1870,5
1910,2,8384,93
1911,1,3874,180
1912,1,8228,199
1913,1,3534,63
1914,1,6816,47
1915,2,3932,248
1916,1,646,182
1917,2,3695,150
1918,1,3545,261
1919,2,5215,229
1920,1,3882,213
1921,1,5634,274
1922,2,512,155
1923,1,8352,62
1924,1,7553,139
1925,1,3839,99
1926,2,4603,258
1927,1,4311,85
1928,1,6139,185
1929,1,7266,273
1930,1,2980,81
1931,1,6652,240
1932,1,554,38
1933,2,2105,112
1934,2,6377,73
1935,2,9197,254
1936,2,9122,9
1937,1,6431,251
1938,1,5811,150
1939,2,9845,267
1940,1,2252,103
1941,2,9073,264
1942,2,6991,0
1943,2,2014,167
1944,2,4504,107
1945,1,7393,154
1946,2,6111,265
1947,1,5688,159
1948,2,8528,8
1949,2,2737,23
1950,2,7084,255
1951,2,108,20
1952,2,3581,264
1953,1,1945,202
1954,1,5110,58
1955,2,414,169
1956,2,7191,122
1957,2,4389,206
1958,2,1630,182
1959,2,8326,249
1960,2,9817,296
1961,2,1420,180
1962,2,7241,43
1963,1,1659,49
1964,2,1106,201
1965,2,7851,208
1966,2,5698,276
1967,2,163,10
1968,1,6997,81
1969,2,5160,107
1970,1,718,17
1971,2,8179,85
1972,2,59,201
1973,2,3841,11
1974,2,202,18
1975,2,1471,188
1976,2,2234,249
1977,2,5103,171
1978,2,9658,190
1979,2,3059,249
1980,2,628,205
1981,1,6493,4
1982,2,3378,10
1983,1,5510,179
1984,1,9973,175
1985,2,5623,68
1986,1,1619,110
1987,1,1465,174
1988,1,1059,254
1989,2,5200,226
1990,1,9670,20
1991,2,3093,5
1992,1,6225,195
1993,2,4285,44
1994,1,1563,283
1995,1,8350,115
1996,1,8151,118
1997,1,4731,20
1998,1,5194,67
1999,2,3094,59
2000,2,4867,275
2001,2,4094,160
2002,2,1525,170
2003,1,7908,233
2004,1,5278,267
2005,1,7957,130
2006,2,9207,198
2007,2,2337,239
2008,1,2921,27
2009,2,9388,107
2010,2,4912,98
2011,1,6719,129
2012,2,9325,12
2013,1,1546,86
2014,1,8493,293
2015,2,6342,285
2016,2,4058,91
2017,1,8644,222
2018,2,8795,187
2019,1,4953,98
2020,2,6299,78
2021,2,1475,232
2022,2,5107,63
2023,1,5901,51
2024,1,4139,40
2025,2,5661,230
2026,2,2569,17
2027,1,4521,53
2028,2,6725,45
2029,2,8396,262
2030,1,7128,201
2031,1,2424,22
2032,2,1599,113
2033,2,448,226
2034,2,1689,174
2035,2,1389,143
2036,2,2766,235
2037,1,4751,134
2038,1,5064,219
2039,1,1337,168
2040,2,7708,278
2041,1,7895,132
2042,2,6931,298
2043,1,2265,105
2044,1,4733,80
2045,1,4491,166
2046,1,7515,134
2047,2,2961,67
2048,1,5607,258
2049,2,1763,173
2050,2,5126,98
2051,2,6342,97
2052,1,3827,239
2053,1,8878,50
2054,1,1484,169
2055,2,8230,45
2056,1,9084,207
2057,1,5449,35
2058,1,5543,160
2059,2,5894,258
2060,1,4390,151
2061,2,839,146
2062,1,4673,207
2063,1,7445,227
2064,1,955,279
2065,2,9523,155
2066,2,7508,100
2067,2,4075,282
2068,1,3471,4
2069,2,7473,218
2070,2,2041,144
2071,2,3833,72
2072,2,8735,180
2073,2,1986,107
2074,1,5578,119
2075,1,1093,142
2076,2,622,153
2077,1,1950,188
2078,2,9391,297
2079,1,130,142
2080,2,886,13
2081,2,6363,239
2082,1,8568,56
2083,1,6292,118
2084,2,2471,242
2085,2,5728,162
2086,2,3631,2
2087,1,3873,94
2088,2,4704,242
2089,1,9135,67
2090,2,2450,141
2091,1,236,157
2092,1,2071,34
2093,2,5878,297
2094,1,1482,47
2095,1,8831,186
2096,1,6289,70
2097,2,4185,140
2098,2,9019,64
2099,2,5571,33
2100,2,4662,207
2101,2,8854,152
2102,1,6108,220
2103,2,8707,240
2104,2,5695,228
2105,2,7924,270
2106,1,7448,193
2107,1,744,224
2108,2,8217,245
2109,2,4829,41
2110,2,4407,90
2111,2,6993,49
2112,2,7252,5
2113,1,1919,112
2114,2,5455,131
2115,2,7879,140
2116,1,703,68
2117,2,4295,230
2118,1,9939,175
2119,2,9241,240
2120,1,8772,25
2121,2,2116,171
2122,2,7298,282
2123,1,5831,237
2124,1,3266,276
2125,1,5455,94
2126,1,1084,245
2127,2,4155,220
2128,1,4144,76
2129,2,5535,11
2130,2,5881,203
2131,2,9733,180
2132,2,4525,283
2133,1,3083,125
2134,2,521,103
2135,2,9510,111
2136,1,3776,285
2137,1,9094,129
2138,2,7966,124
2139,2,9913,2
2140,2,8370,271
2141,2,8795,158
2142,1,7815,244
2143,2,5283,286
2144,2,2031,94
2145,2,1887,0
2146,2,3141,205
2147,1,6036,70
2148,2,9008,247
2149,1,1221,292
2150,2,6069,66
2151,1,6294,182
2152,1,2789,48
2153,2,8680,259
2154,1,401,146
2155,2,4548,50
2156,1,5161,236
2157,1,9613,16
2158,1,7279,251
2159,2,3352,211
2160,2,3632,196
2161,2,7287,2
2162,1,7135,160
2163,2,1355,128
2164,1,345,22
2165,1,204,104
2166,1,7182,267
2167,2,8990,133
2168,2,5732,10
2169,1,5036,194
2170,2,191,255
2171,2,3100,149
2172,2,8543,274
2173,2,1065,84
2174,1,6141,292
2175,2,7844,51
2176,2,9074,249
2177,1,7218,18
2178,1,6839,29
2179,2,1118,187
2180,2,8535,233
2181,2,3716,135
2182,1,6371,222
2183,1,5277,273
2184,1,4748,149
2185,2,8835,256
2186,2,7441,0
2187,1,780,153
2188,2,9360,250
2189,2,8934,149
2190,2,9031,110
2191,2,4670,239
2192,2,4732,185
2193,1,4494,246
2194,1,9582,193
2195,1,1928,144
2196,1,2098,148
2197,1,9114,76
2198,1,73,30
2199,1,1248,51
2200,1,9447,80
2201,2,2203,226
2202,2,377,92
2203,2,9120,86
2204,1,5571,9
2205,2,8198,223
2206,1,2309,135
2207,2,3791,181
2208,2,7478,223
2209,1,7587,122
2210,1,8283,27
2211,2,9523,160
2212,1,1458,297
2213,2,225,93
2214,1,1286,44
2215,1,5776,255
2216,2,4669,82
2217,1,9761,222
2218,1,5868,242
2219,2,6874,233
2220,1,7167,130
2221,2,4393,289
2222,2,2489,265
2223,2,8393,70
2224,2,9652,63
2225,2,9894,210
2226,2,535,167
2227,1,2083,241
2228,1,10005,179
2229,1,635,13
2230,1,6020,56
2231,1,3975,138
2232,2,7911,274
2233,1,4572,192
2234,2,7470,79
2235,2,2785,173
2236,2,4831,102
2237,1,5297,11
2238,1,4083,206
2239,1,2126,34
2240,2,6209,213
2241,1,6737,110
2242,2,8461,78
2243,2,7628,202
2244,2,192,25
2245,1,9503,222
2246,2,2603,171
2247,1,8645,8
2248,1,3250,247
2249,1,2240,141
2250,2,5808,27
2251,2,1914,30
2252,2,3259,173
2253,1,9862,51
2254,2,9370,224
2255,1,5270,134
2256,2,9182,121
2257,1,9263,68
2258,2,2640,28
2259,2,1337,168
2260,1,6185,207
2261,1,6668,136
2262,2,5570,276
2263,1,8972,53
2264,2,1569,42
2265,2,1883,11
2266,2,1430,28
2267,2,9326,55
2268,2,6482,4
2269,2,2726,163
2270,1,4848,283
2271,1,2215,287
2272,2,9356,13
2273,1,4590,279
2274,2,4037,126
2275,2,9525,64
2276,1,2754,87
2277,1,6610,29
2278,2,8592,118
2279,1,909,250
2280,2,1565,250
2281,1,5672,207
2282,1,2667,69
2283,1,5995,74
2284,1,7518,297
2285,2,3618,114
2286,1,8481,254
2287,1,335,97
2288,1,729,296
2289,1,1493,263
2290,2,1515,53
2291,2,4464,122
2292,1,7203,157
2293,1,7168,10
2294,2,9181,76
2295,1,6643,13
2296,2,2532,216
2297,2,51,182
2298,1,2358,161
2299,2,9756,279
2300,2,323,296
2301,2,6327,58
2302,2,3123,157
2303,2,3516,155
2304,2,8269,3
2305,2,9031,162
2306,2,2629,195
2307,2,9863,123
2308,2,5275,25
2309,2,4716,108
2310,2,6533,63
2311,2,8455,96
2312,2,1217,12
2313,2,6335,168
2314,1,2037,65
2315,2,5814,266
2316,1,1360,262
2317,2,1958,111
2318,1,5683,123
2319,2,4242,88
2320,1,3366,139
2321,2,9551,142
2322,1,4247,215
2323,2,3773,242
2324,1,8772,52
2325,1,3112,187
2326,1,4591,15
2327,1,2569,48
2328,1,3130,90
2329,2,7928,288
2330,2,6711,219
2331,2,561,43
2332,1,1822,140
2333,2,100,45
2334,1,853,178
2335,1,256,283
2336,1,6749,38
2337,1,2414,293
2338,2,4731,194
2339,2,9342,17
2340,2,2163,272
2341,2,9723,204
2342,2,1869,272
2343,2,9878,65
2344,2,3639,274
2345,1,5181,169
2346,2,5299,95
2347,1,4645,194
2348,1,4347,67
2349,2,1773,83
2350,1,5429,12
2351,1,408,55
2352,1,4562,87
2353,2,7096,210
2354,2,2878,184
2355,2,8667,284
2356,2,5313,37
2357,1,7566,231
2358,1,1027,245
2359,2,5318,0
2360,1,4898,236
2361,2,7134,230
2362,2,5606,145
2363,1,3092,257
2364,2,2591,212
2365,2,9932,120
2366,2,4103,227
2367,2,8013,101
2368,1,1867,255
2369,2,8630,215
2370,2,2766,40
2371,2,4288,100
2372,1,4408,108
2373,1,8289,114
2374,1,6949,295
2375,2,1889,194
2376,1,7177,232
2377,1,2319,86
2378,1,2952,218
2379,1,7759,176
2380,2,7788,150
2381,2,2956,41
2382,2,5014,96
2383,1,9373,120
2384,1,4475,84
2385,1,1638,188
2386,1,4446,63
2387,2,9515,132
2388,2,9906,61
2389,2,8142,178
2390,1,171,282
2391,1,5226,56
2392,1,8676,210
2393,2,7071,131
2394,1,1641,260
2395,1,5356,161
2396,1,9897,295
2397,1,1658,226
2398,1,9548,179
2399,2,687,63
2400,2,7025,225
2401,1,4774,261
2402,1,9339,89
2403,1,5620,279
2404,1,5984,241
2405,1,9651,20
2406,1,9274,15
2407,1,1589,224
2408,2,2835,67
2409,2,353,299
2410,1,3473,124
2411,1,8118,14
2412,2,4209,196
2413,2,4897,292
2414,2,754,284
2415,2,2561,57
2416,1,5271,159
2417,2,7192,199
2418,1,8960,189
2419,2,9303,185
2420,2,7896,120
2421,2,7785,167
2422,2,6854,254
2423,2,6499,291
2424,1,1335,44
2425,1,2488,42
2426,1,1494,237
2427,1,1773,61
2428,1,9457,42
2429,2,4571,91
2430,2,2313,123
2431,1,1952,131
2432,2,6996,108
2433,1,1298,43
2434,2,6658,203
2435,2,79,264
2436,2,3659,186
2437,1,4330,77
2438,2,3168,217
2439,2,3212,256
2440,1,8092,102
2441,1,817,286
2442,1,1553,215
2443,2,3226,215
2444,2,5560,279
2445,2,8940,159
2446,1,9484,287
2447,1,9547,235
2448,2,631,133
2449,1,6952,130
2450,2,9560,149
2451,2,4865,176
2452,2,1598,86
2453,1,6174,288
2454,2,6905,134
2455,2,9016,149
2456,1,7233,256
2457,1,8153,10
2458,1,2135,236
2459,1,4419,148
2460,2,7827,187
2461,2,6021,140
2462,2,9401,162
2463,2,7049,265
2464,1,443,43
2465,2,8356,233
2466,1,6957,112
2467,2,3290,50
2468,1,7987,104
2469,1,2386,273
2470,2,4152,294
2471,2,6389,165
2472,2,5303,20
2473,2,6602,103
2474,1,6938,88
2475,2,7895,240
2476,1,8272,93
2477,2,1493,15
2478,1,1657,13
2479,2,3401,41
2480,1,2459,57
2481,2,7207,290
2482,2,4651,177
2483,1,3267,29
2484,1,243,118
2485,1,5283,105
2486,1,9602,229
2487,1,4972,181
2488,1,1221,120
2489,1,4946,217
2490,2,8106,298
2491,1,3093,277
2492,1,6395,223
2493,2,5959,219
2494,1,6103,217
2495,2,6387,269
2496,2,5202,297
2497,1,87,160
2498,2,3635,282
2499,2,2134,70
2500,2,8714,164
2501,2,9001,88
2502,1,8306,268
2503,1,884,234
2504,1,4785,76
2505,1,4455,27
2506,2,8330,13
2507,1,1527,88
2508,1,4840,18
2509,2,5263,153
2510,1,8804,0
2511,2,5214,191
2512,1,8832,159
2513,2,7250,168
2514,2,6775,120
2515,2,7773,283
2516,2,1078,78
2517,2,9427,71
2518,1,5915,135
2519,1,4789,280
2520,2,615,43
2521,1,7697,91
2522,2,238,283
2523,2,9188,296
2524,1,570,44
2525,2,2413,56
2526,2,2055,248
2527,1,3923,73
2528,2,9969,201
2529,2,7697,77
2530,1,8380,212
2531,2,5519,50
2532,2,3574,225
2533,2,7207,191
2534,1,3927,257
2535,1,9238,224
2536,2,6753,13
2537,1,8339,276
2538,2,3509,124
2539,1,6165,233
2540,2,7414,202
2541,1,8911,165
2542,1,2600,223
2543,2,9156,8
2544,1,1884,297
2545,1,8374,177
2546,1,7478,186
2547,1,7762,99
2548,2,3199,67
2549,1,9619,150
2550,2,4500,283
2551,1,5151,69
2552,1,5969,38
2553,2,7608,166
2554,1,765,270
2555,2,1502,137
2556,2,9319,12
2557,2,6435,271
2558,2,1385,58
2559,2,5385,93
2560,2,9352,67
2561,2,8162,129
2562,1,1626,142
2563,1,6767,119
2564,2,9719,33
2565,1,4070,182
2566,2,9883,142
2567,2,184,93
2568,2,7933,3
2569,2,978,95
2570,2,3216,240
2571,2,2082,262
2572,2,4607,10
2573,2,1275,95
2574,1,4750,80
2575,1,7559,59
2576,2,3869,93
2577,1,2740,78
2578,2,421,31
2579,1,5406,268
2580,2,3075,253
2581,2,2269,252
2582,1,7817,201
2583,1,5572,244
2584,1,6344,59
2585,2,2152,158
2586,1,9996,184
2587,1,9971,207
2588,1,8732,152
2589,1,7172,186
2590,1,8764,130
2591,2,3423,84
2592,1,1438,54
2593,1,6260,214
2594,1,5212,93
2595,1,3089,113
2596,2,3419,40
2597,2,324,248
2598,2,4710,193
2599,1,3220,114
2600,2,7721,110
2601,2,204,70
2602,1,4160,107
2603,2,2117,174
2604,1,1666,111
2605,1,4453,2
2606,2,1183,127
2607,2,4996,258
2608,2,3019,151
2609,1,4564,205
2610,1,2027,161
2611,1,1867,251
2612,2,5892,50
2613,1,5684,225
2614,2,2446,47
2615,1,861,106
2616,2,362,118
2617,1,6741,150
2618,2,4000,241
2619,1,6131,102
2620,2,1029,297
2621,1,3236,115
2622,1,4537,163
2623,2,7808,55
2624,1,8327,66
2625,2,4475,3
2626,1,6948,46
2627,2,5309,100
2628,2,3176,4
2629,2,6577,80
2630,1,9147,191
2631,2,2377,245
2632,2,4390,71
2633,1,4828,67
2634,2,8282,291
2635,1,1857,268
2636,2,6013,274
2637,1,5499,289
2638,1,8229,22
2639,1,3373,127
2640,2,7186,17
2641,2,6447,298
2642,1,395,238
2643,1,8751,71
2644,2,6342,25
2645,1,4113,260
2646,1,5059,254
2647,1,755,184
2648,1,5949,192
2649,2,5664,69
2650,2,7008,260
2651,2,3455,1
2652,1,6142,178
2653,1,8791,63
2654,1,7435,13
2655,1,3157,156
2656,1,4830,71
2657,2,4071,99
2658,1,4205,157
2659,1,1111,281
2660,2,2733,106
2661,1,4774,233
2662,1,4878,96
2663,2,7260,65
2664,1,7577,67
2665,1,1402,200
2666,1,8846,273
2667,2,6063,240
2668,2,508,3
2669,2,5989,66
2670,2,3152,161
2671,1,2774,123
2672,1,5816,30
2673,1,4803,82
2674,1,9517,299
2675,2,5204,81
2676,1,1320,223
2677,1,3162,280
2678,2,7050,79
2679,1,1185,8
2680,2,847,48
2681,2,8105,248
2682,1,9035,182
2683,2,734,64
2684,1,5472,11
2685,1,1327,225
2686,1,6266,68
2687,2,7033,145
2688,1,9300,239
2689,2,7184,53
2690,2,1674,145
2691,2,1277,170
2692,1,7726,20
2693,2,8521,80
2694,1,4243,1
2695,2,9507,12
2696,1,7870,158
2697,1,3440,197
2698,1,1420,143
2699,2,8502,232
2700,2,2382,76
2701,2,2936,2
2702,2,3655,30
2703,2,7841,259
2704,1,723,150
2705,1,8821,18
2706,2,3475,90
2707,1,8213,101
2708,2,9676,100
2709,2,3724,226
2710,1,1160,275
2711,1,7543,160
2712,1,4668,109
2713,2,2991,65
2714,1,4687,232
2715,1,3025,253
2716,2,3402,197
2717,2,8803,277
2718,1,3178,79
2719,2,6339,141
2720,1,9654,193
2721,2,8378,132
2722,1,2223,50
2723,1,5146,260
2724,2,6318,288
2725,1,8261,265
2726,1,2189,104
2727,2,7614,144
2728,2,8827,219
2729,1,3210,45
2730,2,6076,213
2731,2,2981,171
2732,2,7117,175
2733,1,4946,22
2734,2,8236,241
2735,1,9285,278
2736,1,6783,144
2737,2,1067,122
2738,2,9808,52
2739,1,8611,291
2740,1,2875,18
2741,2,9956,189
2742,2,4998,207
2743,1,9285,103
2744,2,6111,158
2745,2,9800,243
2746,2,2684,172
2747,1,4063,272
2748,1,8644,105
2749,1,9165,187
2750,1,9778,168
2751,1,1676,154
2752,2,2662,106
2753,2,5272,20
2754,2,9737,267
2755,1,2820,273
2756,2,6763,291
2757,1,4572,126
2758,1,4891,110
2759,2,9507,152
2760,1,9690,205
2761,2,1220,262
2762,2,8179,198
2763,2,2476,43
2764,1,435,121
2765,2,3184,153
2766,1,7908,74
2767,2,2842,217
2768,2,7315,43
2769,1,996,181
2770,1,8330,66
2771,1,3840,76
2772,2,6234,137
2773,1,6170,178
2774,1,4226,10
2775,2,1696,267
2776,2,400,276
2777,2,2565,49
2778,2,9872,266
2779,2,6717,16
2780,1,2094,257
2781,1,6867,285
2782,1,8166,90
2783,1,8471,17
2784,1,2072,181
2785,1,4876,3
2786,2,4328,212
2787,1,3888,109
2788,2,5258,20
2789,1,8556,68
2790,1,7959,147
2791,2,214,253
2792,2,1486,96
2793,1,6324,11
2794,2,9775,44
2795,2,7584,163
2796,2,1533,99
2797,1,9392,243
2798,2,8205,104
2799,2,2882,290
2800,1,3120,33
2801,2,3812,203
2802,1,8118,211
2803,2,3994,148
2804,1,7352,106
2805,2,5016,3
2806,1,95,216
2807,2,8716,101
2808,1,1582,110
2809,2,8835,126
2810,1,6728,36
2811,1,8433,297
2812,1,4753,141
2813,2,1491,279
2814,1,9975,298
2815,2,2970,93
2816,2,6742,29
2817,2,8878,241
2818,2,9639,235
2819,2,5190,77
2820,2,9928,276
2821,1,5972,252
2822,2,1452,160
2823,1,1282,58
2824,1,2765,56
2825,2,1102,252
2826,1,7114,161
2827,2,4212,98
2828,2,1283,211
2829,1,5335,12
2830,2,975,263
2831,2,3166,211
2832,1,6458,55
2833,1,3649,21
2834,1,875,293
2835,2,7315,110
2836,1,5862,148
2837,1,2684,13
2838,1,7219,39
2839,2,3319,88
2840,1,73,111
2841,2,7830,86
2842,2,5504,166
2843,1,381,226
2844,1,8451,168
2845,1,4130,139
2846,1,5979,91
2847,2,8467,297
2848,1,1041,241
2849,1,368,165
2850,2,5675,38
2851,1,3065,140
2852,1,6942,258
2853,1,9192,295
2854,1,9745,58
2855,1,7072,237
2856,2,2473,15
2857,1,7200,234
2858,2,7067,22
2859,1,409,121
2860,2,287,15
2861,2,8095,0
2862,1,6775,41
2863,1,6046,299
2864,1,7838,260
2865,1,6278,158
2866,1,637,260
2867,1,6126,74
2868,2,9936,233
2869,1,9240,293
2870,2,6140,177
2871,1,3429,84
2872,1,1931,94
2873,2,8701,253
2874,2,2415,110
2875,1,2558,110
2876,1,5128,11
2877,2,8591,128
2878,2,5085,31
2879,1,2921,179
2880,2,10019,55
2881,1,1556,262
2882,2,7497,22
2883,2,5229,127
2884,1,3273,297
2885,2,4503,212
2886,2,7370,180
2887,1,1179,55
2888,1,3349,277
2889,1,806,164
2890,2,9448,148
2891,1,4796,116
2892,1,7880,159
2893,2,9764,270
2894,2,545,88
2895,2,3222,205
2896,2,8318,211
2897,1,4064,84
2898,1,4992,138
2899,1,6154,270
2900,2,5059,166
2901,1,4948,287
2902,2,698,87
2903,1,3341,65
2904,2,7884,76
2905,1,8568,80
2906,1,7731,214
2907,1,4276,173
2908,1,7373,134
2909,2,7566,79
2910,1,9168,244
2911,1,7763,155
2912,1,6733,160
2913,1,4368,84
2914,2,8899,119
2915,2,2755,205
2916,1,7115,5
2917,1,4322,108
2918,1,7825,167
