video_id,detected_objects_withconfidence
46,Shirt:20|Trousers:20|Footwear:20|Handbag:20|Watch:20|Guitar:20|Mobile_phone:20|Headphones:20|Hat:20|Sunglasses:20
2953,Shirt:3|Trousers:10|Footwear:4|Handbag:2|Watch:5|Guitar:6|Mobile_phone:7|Headphones:8|Hat:9|Sunglasses:1
2954,Shirt:8|Trousers:5|Footwear:6|Handbag:2|Watch:7|Guitar:4|Mobile_phone:10|Headphones:9|Hat:3|Sunglasses:1
2955,Shirt:3|Trousers:7|Footwear:1|Handbag:4|Watch:8|Guitar:2|Mobile_phone:6|Headphones:10|Hat:9|Sunglasses:5
2956,Shirt:8|Trousers:7|Footwear:9|Handbag:2|Watch:4|Guitar:5|Mobile_phone:3|Headphones:10|Hat:6|Sunglasses:1
2957,Shirt:8|Trousers:9|Footwear:3|Handbag:7|Watch:1|Guitar:6|Mobile_phone:10|Headphones:2|Hat:5|Sunglasses:4
2958,Shirt:1|Trousers:10|Footwear:4|Handbag:3|Watch:8|Guitar:7|Mobile_phone:5|Headphones:6|Hat:2|Sunglasses:9
2959,Shirt:5|Trousers:4|Footwear:9|Handbag:6|Watch:10|Guitar:7|Mobile_phone:1|Headphones:2|Hat:8|Sunglasses:3
2960,Shirt:4|Trousers:8|Footwear:6|Handbag:1|Watch:7|Guitar:9|Mobile_phone:3|Headphones:2|Hat:5|Sunglasses:10
2961,Shirt:9|Trousers:1|Footwear:5|Handbag:4|Watch:10|Guitar:7|Mobile_phone:3|Headphones:8|Hat:6|Sunglasses:2
2962,Shirt:7|Trousers:9|Footwear:8|Handbag:6|Watch:4|Guitar:2|Mobile_phone:5|Headphones:1|Hat:3|Sunglasses:10
2963,Shirt:8|Trousers:10|Footwear:6|Handbag:9|Watch:4|Guitar:1|Mobile_phone:7|Headphones:2|Hat:3|Sunglasses:5
2964,Shirt:8|Trousers:7|Footwear:1|Handbag:4|Watch:6|Guitar:2|Mobile_phone:5|Headphones:3|Hat:10|Sunglasses:9
2965,Shirt:9|Trousers:4|Footwear:6|Handbag:3|Watch:2|Guitar:8|Mobile_phone:10|Headphones:1|Hat:7|Sunglasses:5
2966,Shirt:7|Trousers:6|Footwear:3|Handbag:2|Watch:5|Guitar:9|Mobile_phone:8|Headphones:10|Hat:4|Sunglasses:1
2967,Shirt:9|Trousers:6|Footwear:1|Handbag:2|Watch:3|Guitar:5|Mobile_phone:8|Headphones:10|Hat:4|Sunglasses:7
2968,Shirt:10|Trousers:1|Footwear:6|Handbag:4|Watch:2|Guitar:7|Mobile_phone:9|Headphones:5|Hat:3|Sunglasses:8
2969,Shirt:6|Trousers:8|Footwear:1|Handbag:3|Watch:10|Guitar:5|Mobile_phone:2|Headphones:4|Hat:9|Sunglasses:7
2970,Shirt:10|Trousers:7|Footwear:6|Handbag:9|Watch:8|Guitar:5|Mobile_phone:1|Headphones:2|Hat:4|Sunglasses:3
2971,Shirt:1|Trousers:9|Footwear:7|Handbag:6|Watch:2|Guitar:5|Mobile_phone:8|Headphones:4|Hat:3|Sunglasses:10
2972,Shirt:3|Trousers:1|Footwear:10|Handbag:7|Watch:4|Guitar:8|Mobile_phone:5|Headphones:2|Hat:6|Sunglasses:9
2973,Shirt:3|Trousers:2|Footwear:4|Handbag:8|Watch:9|Guitar:7|Mobile_phone:10|Headphones:6|Hat:1|Sunglasses:5
2974,Shirt:4|Trousers:9|Footwear:3|Handbag:8|Watch:2|Guitar:6|Mobile_phone:5|Headphones:1|Hat:7|Sunglasses:10
2975,Shirt:9|Trousers:2|Footwear:6|Handbag:3|Watch:10|Guitar:5|Mobile_phone:8|Headphones:4|Hat:7|Sunglasses:1
2976,Shirt:4|Trousers:3|Footwear:9|Handbag:10|Watch:8|Guitar:1|Mobile_phone:6|Headphones:5|Hat:2|Sunglasses:7
2977,Shirt:5|Trousers:8|Footwear:3|Handbag:10|Watch:1|Guitar:6|Mobile_phone:4|Headphones:7|Hat:9|Sunglasses:2
2978,Shirt:10|Trousers:8|Footwear:9|Handbag:6|Watch:5|Guitar:3|Mobile_phone:2|Headphones:1|Hat:4|Sunglasses:7
2979,Shirt:5|Trousers:10|Footwear:4|Handbag:9|Watch:8|Guitar:7|Mobile_phone:3|Headphones:2|Hat:6|Sunglasses:1
2980,Shirt:8|Trousers:3|Footwear:10|Handbag:4|Watch:7|Guitar:6|Mobile_phone:5|Headphones:1|Hat:9|Sunglasses:2
2981,Shirt:1|Trousers:4|Footwear:2|Handbag:6|Watch:3|Guitar:5|Mobile_phone:9|Headphones:10|Hat:8|Sunglasses:7
2982,Shirt:3|Trousers:6|Footwear:5|Handbag:8|Watch:2|Guitar:1|Mobile_phone:7|Headphones:4|Hat:9|Sunglasses:10
2983,Shirt:7|Trousers:2|Footwear:1|Handbag:9|Watch:5|Guitar:8|Mobile_phone:4|Headphones:10|Hat:6|Sunglasses:3
2984,Shirt:6|Trousers:1|Footwear:10|Handbag:3|Watch:9|Guitar:2|Mobile_phone:8|Headphones:4|Hat:5|Sunglasses:7
2985,Shirt:5|Trousers:2|Footwear:4|Handbag:3|Watch:10|Guitar:6|Mobile_phone:7|Headphones:1|Hat:8|Sunglasses:9
2986,Shirt:4|Trousers:9|Footwear:2|Handbag:8|Watch:10|Guitar:5|Mobile_phone:3|Headphones:1|Hat:6|Sunglasses:7
2987,Shirt:9|Trousers:4|Footwear:7|Handbag:8|Watch:1|Guitar:3|Mobile_phone:5|Headphones:10|Hat:6|Sunglasses:2
2988,Shirt:8|Trousers:10|Footwear:3|Handbag:5|Watch:6|Guitar:9|Mobile_phone:4|Headphones:7|Hat:1|Sunglasses:2
2989,Shirt:10|Trousers:7|Footwear:6|Handbag:4|Watch:3|Guitar:5|Mobile_phone:2|Headphones:9|Hat:8|Sunglasses:1
2990,Shirt:3|Trousers:10|Footwear:8|Handbag:7|Watch:4|Guitar:1|Mobile_phone:9|Headphones:6|Hat:2|Sunglasses:5
2991,Shirt:6|Trousers:3|Footwear:10|Handbag:2|Watch:9|Guitar:5|Mobile_phone:1|Headphones:7|Hat:8|Sunglasses:4
2992,Shirt:7|Trousers:1|Footwear:2|Handbag:8|Watch:4|Guitar:3|Mobile_phone:5|Headphones:10|Hat:9|Sunglasses:6
2993,Shirt:7|Trousers:10|Footwear:5|Handbag:3|Watch:9|Guitar:6|Mobile_phone:4|Headphones:8|Hat:2|Sunglasses:1
2994,Shirt:8|Trousers:9|Footwear:10|Handbag:6|Watch:2|Guitar:5|Mobile_phone:3|Headphones:1|Hat:7|Sunglasses:4
2995,Shirt:9|Trousers:6|Footwear:10|Handbag:7|Watch:1|Guitar:4|Mobile_phone:8|Headphones:3|Hat:5|Sunglasses:2
2996,Shirt:10|Trousers:7|Footwear:4|Handbag:5|Watch:6|Guitar:9|Mobile_phone:8|Headphones:3|Hat:1|Sunglasses:2
2997,Shirt:10|Trousers:2|Footwear:8|Handbag:7|Watch:3|Guitar:4|Mobile_phone:5|Headphones:9|Hat:6|Sunglasses:1
2998,Shirt:6|Trousers:10|Footwear:5|Handbag:9|Watch:1|Guitar:2|Mobile_phone:8|Headphones:3|Hat:4|Sunglasses:7
2999,Shirt:8|Trousers:4|Footwear:10|Handbag:7|Watch:9|Guitar:3|Mobile_phone:5|Headphones:2|Hat:6|Sunglasses:1
3000,Shirt:9|Trousers:4|Footwear:2|Handbag:8|Watch:5|Guitar:1|Mobile_phone:7|Headphones:6|Hat:3|Sunglasses:10
3001,Shirt:10|Trousers:6|Footwear:8|Handbag:3|Watch:9|Guitar:2|Mobile_phone:1|Headphones:5|Hat:7|Sunglasses:4
3002,Shirt:9|Trousers:7|Footwear:1|Handbag:4|Watch:10|Guitar:6|Mobile_phone:5|Headphones:3|Hat:8|Sunglasses:2
3003,Shirt:3|Trousers:9|Footwear:7|Handbag:6|Watch:8|Guitar:5|Mobile_phone:1|Headphones:4|Hat:10|Sunglasses:2
3004,Shirt:1|Trousers:2|Footwear:4|Handbag:7|Watch:6|Guitar:10|Mobile_phone:5|Headphones:9|Hat:8|Sunglasses:3
3005,Shirt:4|Trousers:6|Footwear:3|Handbag:1|Watch:2|Guitar:9|Mobile_phone:7|Headphones:5|Hat:10|Sunglasses:8
3006,Shirt:4|Trousers:3|Footwear:1|Handbag:10|Watch:9|Guitar:6|Mobile_phone:2|Headphones:5|Hat:8|Sunglasses:7
3007,Shirt:4|Trousers:1|Footwear:6|Handbag:9|Watch:3|Guitar:2|Mobile_phone:8|Headphones:5|Hat:10|Sunglasses:7
3008,Shirt:7|Trousers:10|Footwear:6|Handbag:9|Watch:5|Guitar:4|Mobile_phone:8|Headphones:2|Hat:3|Sunglasses:1
3009,Shirt:1|Trousers:6|Footwear:8|Handbag:5|Watch:9|Guitar:7|Mobile_phone:3|Headphones:2|Hat:10|Sunglasses:4
3010,Shirt:9|Trousers:8|Footwear:10|Handbag:4|Watch:2|Guitar:6|Mobile_phone:5|Headphones:3|Hat:7|Sunglasses:1
3011,Shirt:1|Trousers:6|Footwear:4|Handbag:8|Watch:2|Guitar:9|Mobile_phone:5|Headphones:3|Hat:7|Sunglasses:10
3012,Shirt:1|Trousers:2|Footwear:8|Handbag:4|Watch:9|Guitar:10|Mobile_phone:6|Headphones:5|Hat:7|Sunglasses:3
3013,Shirt:6|Trousers:2|Footwear:1|Handbag:10|Watch:4|Guitar:8|Mobile_phone:3|Headphones:5|Hat:9|Sunglasses:7
3014,Shirt:4|Trousers:1|Footwear:10|Handbag:8|Watch:2|Guitar:3|Mobile_phone:9|Headphones:5|Hat:6|Sunglasses:7
3015,Shirt:4|Trousers:8|Footwear:10|Handbag:1|Watch:6|Guitar:9|Mobile_phone:7|Headphones:2|Hat:5|Sunglasses:3
3016,Shirt:6|Trousers:1|Footwear:10|Handbag:2|Watch:4|Guitar:9|Mobile_phone:3|Headphones:7|Hat:8|Sunglasses:5
3017,Shirt:9|Trousers:7|Footwear:6|Handbag:2|Watch:1|Guitar:3|Mobile_phone:5|Headphones:4|Hat:10|Sunglasses:8
3018,Shirt:1|Trousers:6|Footwear:8|Handbag:9|Watch:2|Guitar:3|Mobile_phone:10|Headphones:4|Hat:7|Sunglasses:5
3019,Shirt:4|Trousers:10|Footwear:7|Handbag:8|Watch:1|Guitar:2|Mobile_phone:5|Headphones:6|Hat:9|Sunglasses:3
3020,Shirt:4|Trousers:6|Footwear:8|Handbag:3|Watch:10|Guitar:1|Mobile_phone:2|Headphones:5|Hat:9|Sunglasses:7
3021,Shirt:9|Trousers:4|Footwear:1|Handbag:2|Watch:7|Guitar:3|Mobile_phone:6|Headphones:8|Hat:10|Sunglasses:5
3022,Shirt:7|Trousers:1|Footwear:4|Handbag:6|Watch:2|Guitar:3|Mobile_phone:9|Headphones:8|Hat:10|Sunglasses:5
3023,Shirt:9|Trousers:1|Footwear:6|Handbag:7|Watch:4|Guitar:3|Mobile_phone:10|Headphones:5|Hat:2|Sunglasses:8
3024,Shirt:3|Trousers:1|Footwear:5|Handbag:10|Watch:7|Guitar:6|Mobile_phone:2|Headphones:8|Hat:9|Sunglasses:4
3025,Shirt:5|Trousers:6|Footwear:2|Handbag:9|Watch:10|Guitar:1|Mobile_phone:8|Headphones:3|Hat:7|Sunglasses:4
3026,Shirt:6|Trousers:5|Footwear:3|Handbag:7|Watch:1|Guitar:4|Mobile_phone:8|Headphones:10|Hat:9|Sunglasses:2
3027,Shirt:6|Trousers:10|Footwear:9|Handbag:1|Watch:7|Guitar:4|Mobile_phone:3|Headphones:2|Hat:5|Sunglasses:8
3028,Shirt:8|Trousers:4|Footwear:1|Handbag:10|Watch:2|Guitar:9|Mobile_phone:7|Headphones:6|Hat:5|Sunglasses:3
3029,Shirt:2|Trousers:10|Footwear:1|Handbag:7|Watch:3|Guitar:9|Mobile_phone:5|Headphones:4|Hat:6|Sunglasses:8
3030,Shirt:5|Trousers:6|Footwear:3|Handbag:9|Watch:8|Guitar:1|Mobile_phone:7|Headphones:2|Hat:4|Sunglasses:10
3031,Shirt:1|Trousers:5|Footwear:7|Handbag:9|Watch:4|Guitar:3|Mobile_phone:8|Headphones:10|Hat:6|Sunglasses:2
3032,Shirt:5|Trousers:10|Footwear:8|Handbag:9|Watch:1|Guitar:7|Mobile_phone:2|Headphones:3|Hat:4|Sunglasses:6
3033,Shirt:10|Trousers:5|Footwear:9|Handbag:2|Watch:7|Guitar:1|Mobile_phone:8|Headphones:4|Hat:3|Sunglasses:6
3034,Shirt:9|Trousers:6|Footwear:7|Handbag:2|Watch:8|Guitar:3|Mobile_phone:10|Headphones:1|Hat:4|Sunglasses:5
3035,Shirt:6|Trousers:10|Footwear:1|Handbag:9|Watch:5|Guitar:7|Mobile_phone:8|Headphones:4|Hat:3|Sunglasses:2
3036,Shirt:6|Trousers:8|Footwear:3|Handbag:4|Watch:1|Guitar:2|Mobile_phone:10|Headphones:5|Hat:7|Sunglasses:9
3037,Shirt:9|Trousers:6|Footwear:1|Handbag:3|Watch:10|Guitar:7|Mobile_phone:5|Headphones:2|Hat:8|Sunglasses:4
3038,Shirt:9|Trousers:6|Footwear:10|Handbag:5|Watch:3|Guitar:7|Mobile_phone:1|Headphones:2|Hat:4|Sunglasses:8
3039,Shirt:4|Trousers:5|Footwear:1|Handbag:7|Watch:9|Guitar:2|Mobile_phone:8|Headphones:10|Hat:6|Sunglasses:3
3040,Shirt:5|Trousers:8|Footwear:3|Handbag:2|Watch:1|Guitar:6|Mobile_phone:7|Headphones:9|Hat:4|Sunglasses:10
3041,Shirt:3|Trousers:7|Footwear:5|Handbag:6|Watch:8|Guitar:9|Mobile_phone:1|Headphones:4|Hat:10|Sunglasses:2
3042,Shirt:7|Trousers:5|Footwear:6|Handbag:1|Watch:9|Guitar:2|Mobile_phone:10|Headphones:8|Hat:4|Sunglasses:3
3043,Shirt:9|Trousers:10|Footwear:1|Handbag:3|Watch:2|Guitar:7|Mobile_phone:8|Headphones:6|Hat:5|Sunglasses:4
3044,Shirt:7|Trousers:5|Footwear:10|Handbag:8|Watch:2|Guitar:1|Mobile_phone:3|Headphones:9|Hat:4|Sunglasses:6
3045,Shirt:7|Trousers:10|Footwear:6|Handbag:9|Watch:5|Guitar:2|Mobile_phone:8|Headphones:3|Hat:1|Sunglasses:4
3046,Shirt:7|Trousers:4|Footwear:5|Handbag:1|Watch:10|Guitar:6|Mobile_phone:3|Headphones:9|Hat:8|Sunglasses:2
3047,Shirt:1|Trousers:4|Footwear:9|Handbag:5|Watch:10|Guitar:7|Mobile_phone:3|Headphones:2|Hat:6|Sunglasses:8
3048,Shirt:7|Trousers:3|Footwear:5|Handbag:1|Watch:2|Guitar:8|Mobile_phone:9|Headphones:4|Hat:6|Sunglasses:10
3049,Shirt:9|Trousers:6|Footwear:3|Handbag:2|Watch:1|Guitar:7|Mobile_phone:5|Headphones:8|Hat:10|Sunglasses:4
3050,Shirt:5|Trousers:3|Footwear:1|Handbag:9|Watch:10|Guitar:8|Mobile_phone:4|Headphones:7|Hat:6|Sunglasses:2
3051,Shirt:9|Trousers:2|Footwear:7|Handbag:8|Watch:5|Guitar:3|Mobile_phone:10|Headphones:1|Hat:4|Sunglasses:6
3052,Shirt:2|Trousers:5|Footwear:10|Handbag:6|Watch:9|Guitar:1|Mobile_phone:8|Headphones:7|Hat:4|Sunglasses:3
3053,Shirt:5|Trousers:10|Footwear:1|Handbag:8|Watch:7|Guitar:3|Mobile_phone:9|Headphones:4|Hat:6|Sunglasses:2
3054,Shirt:1|Trousers:10|Footwear:6|Handbag:3|Watch:4|Guitar:5|Mobile_phone:7|Headphones:2|Hat:8|Sunglasses:9
3055,Shirt:8|Trousers:4|Footwear:6|Handbag:5|Watch:9|Guitar:2|Mobile_phone:1|Headphones:7|Hat:10|Sunglasses:3
3056,Shirt:1|Trousers:8|Footwear:4|Handbag:7|Watch:9|Guitar:10|Mobile_phone:5|Headphones:3|Hat:2|Sunglasses:6
3057,Shirt:6|Trousers:3|Footwear:10|Handbag:8|Watch:2|Guitar:1|Mobile_phone:5|Headphones:7|Hat:9|Sunglasses:4
3058,Shirt:8|Trousers:1|Footwear:6|Handbag:9|Watch:5|Guitar:10|Mobile_phone:2|Headphones:3|Hat:4|Sunglasses:7
3059,Shirt:7|Trousers:2|Footwear:6|Handbag:8|Watch:10|Guitar:5|Mobile_phone:4|Headphones:1|Hat:9|Sunglasses:3
3060,Shirt:4|Trousers:10|Footwear:7|Handbag:6|Watch:5|Guitar:9|Mobile_phone:8|Headphones:3|Hat:1|Sunglasses:2
3061,Shirt:2|Trousers:3|Footwear:9|Handbag:7|Watch:10|Guitar:6|Mobile_phone:1|Headphones:5|Hat:8|Sunglasses:4
3062,Shirt:4|Trousers:7|Footwear:10|Handbag:1|Watch:8|Guitar:6|Mobile_phone:3|Headphones:9|Hat:2|Sunglasses:5
3063,Shirt:10|Trousers:2|Footwear:7|Handbag:5|Watch:1|Guitar:6|Mobile_phone:4|Headphones:3|Hat:9|Sunglasses:8
3064,Shirt:5|Trousers:6|Footwear:8|Handbag:9|Watch:3|Guitar:10|Mobile_phone:1|Headphones:7|Hat:2|Sunglasses:4
3065,Shirt:8|Trousers:4|Footwear:6|Handbag:10|Watch:7|Guitar:2|Mobile_phone:9|Headphones:3|Hat:1|Sunglasses:5
3066,Shirt:2|Trousers:10|Footwear:5|Handbag:9|Watch:6|Guitar:3|Mobile_phone:7|Headphones:1|Hat:4|Sunglasses:8
3067,Shirt:9|Trousers:5|Footwear:7|Handbag:8|Watch:2|Guitar:3|Mobile_phone:6|Headphones:10|Hat:4|Sunglasses:1
3068,Shirt:5|Trousers:3|Footwear:4|Handbag:10|Watch:8|Guitar:9|Mobile_phone:2|Headphones:1|Hat:6|Sunglasses:7
3069,Shirt:10|Trousers:6|Footwear:8|Handbag:7|Watch:9|Guitar:2|Mobile_phone:4|Headphones:5|Hat:3|Sunglasses:1
3070,Shirt:5|Trousers:10|Footwear:4|Handbag:8|Watch:7|Guitar:1|Mobile_phone:2|Headphones:6|Hat:9|Sunglasses:3
3071,Shirt:2|Trousers:4|Footwear:10|Handbag:3|Watch:8|Guitar:9|Mobile_phone:6|Headphones:7|Hat:5|Sunglasses:1
3072,Shirt:7|Trousers:2|Footwear:8|Handbag:1|Watch:10|Guitar:5|Mobile_phone:4|Headphones:9|Hat:6|Sunglasses:3
3073,Shirt:4|Trousers:3|Footwear:7|Handbag:6|Watch:8|Guitar:9|Mobile_phone:1|Headphones:5|Hat:2|Sunglasses:10
3074,Shirt:6|Trousers:9|Footwear:3|Handbag:7|Watch:8|Guitar:4|Mobile_phone:1|Headphones:10|Hat:5|Sunglasses:2
3075,Shirt:8|Trousers:6|Footwear:7|Handbag:10|Watch:1|Guitar:5|Mobile_phone:9|Headphones:3|Hat:4|Sunglasses:2
3076,Shirt:2|Trousers:9|Footwear:7|Handbag:1|Watch:4|Guitar:8|Mobile_phone:6|Headphones:3|Hat:5|Sunglasses:10
3077,Shirt:6|Trousers:7|Footwear:10|Handbag:4|Watch:2|Guitar:5|Mobile_phone:3|Headphones:9|Hat:1|Sunglasses:8
3078,Shirt:5|Trousers:4|Footwear:3|Handbag:2|Watch:9|Guitar:6|Mobile_phone:10|Headphones:1|Hat:7|Sunglasses:8
3079,Shirt:4|Trousers:6|Footwear:8|Handbag:5|Watch:1|Guitar:7|Mobile_phone:2|Headphones:9|Hat:10|Sunglasses:3
3080,Shirt:8|Trousers:1|Footwear:6|Handbag:4|Watch:7|Guitar:10|Mobile_phone:3|Headphones:2|Hat:9|Sunglasses:5
3081,Shirt:9|Trousers:2|Footwear:7|Handbag:6|Watch:8|Guitar:4|Mobile_phone:1|Headphones:3|Hat:10|Sunglasses:5
3082,Shirt:8|Trousers:6|Footwear:5|Handbag:3|Watch:2|Guitar:9|Mobile_phone:7|Headphones:4|Hat:1|Sunglasses:10
3083,Shirt:9|Trousers:6|Footwear:1|Handbag:10|Watch:2|Guitar:3|Mobile_phone:8|Headphones:4|Hat:5|Sunglasses:7
3084,Shirt:5|Trousers:3|Footwear:1|Handbag:6|Watch:9|Guitar:10|Mobile_phone:4|Headphones:7|Hat:8|Sunglasses:2
3085,Shirt:2|Trousers:3|Footwear:1|Handbag:8|Watch:10|Guitar:4|Mobile_phone:5|Headphones:9|Hat:7|Sunglasses:6
3086,Shirt:4|Trousers:7|Footwear:3|Handbag:5|Watch:1|Guitar:9|Mobile_phone:10|Headphones:8|Hat:6|Sunglasses:2
3087,Shirt:2|Trousers:1|Footwear:9|Handbag:3|Watch:6|Guitar:7|Mobile_phone:4|Headphones:8|Hat:5|Sunglasses:10
3088,Shirt:7|Trousers:6|Footwear:10|Handbag:8|Watch:3|Guitar:1|Mobile_phone:5|Headphones:2|Hat:4|Sunglasses:9
3089,Shirt:4|Trousers:5|Footwear:3|Handbag:7|Watch:2|Guitar:10|Mobile_phone:9|Headphones:1|Hat:8|Sunglasses:6
3090,Shirt:1|Trousers:8|Footwear:3|Handbag:5|Watch:2|Guitar:10|Mobile_phone:6|Headphones:4|Hat:7|Sunglasses:9
3091,Shirt:8|Trousers:6|Footwear:4|Handbag:5|Watch:9|Guitar:10|Mobile_phone:1|Headphones:2|Hat:3|Sunglasses:7
3092,Shirt:8|Trousers:7|Footwear:4|Handbag:6|Watch:3|Guitar:5|Mobile_phone:2|Headphones:1|Hat:10|Sunglasses:9
3093,Shirt:6|Trousers:8|Footwear:3|Handbag:1|Watch:7|Guitar:9|Mobile_phone:10|Headphones:2|Hat:5|Sunglasses:4
3094,Shirt:4|Trousers:3|Footwear:5|Handbag:7|Watch:10|Guitar:9|Mobile_phone:8|Headphones:6|Hat:2|Sunglasses:1
3095,Shirt:3|Trousers:5|Footwear:4|Handbag:8|Watch:1|Guitar:10|Mobile_phone:9|Headphones:7|Hat:2|Sunglasses:6
3096,Shirt:10|Trousers:5|Footwear:9|Handbag:3|Watch:1|Guitar:8|Mobile_phone:2|Headphones:7|Hat:6|Sunglasses:4
3097,Shirt:4|Trousers:9|Footwear:3|Handbag:1|Watch:2|Guitar:6|Mobile_phone:10|Headphones:7|Hat:8|Sunglasses:5
3098,Shirt:1|Trousers:10|Footwear:5|Handbag:6|Watch:8|Guitar:4|Mobile_phone:7|Headphones:3|Hat:9|Sunglasses:2
3099,Shirt:2|Trousers:1|Footwear:10|Handbag:8|Watch:5|Guitar:3|Mobile_phone:4|Headphones:9|Hat:6|Sunglasses:7
3100,Shirt:3|Trousers:2|Footwear:10|Handbag:1|Watch:9|Guitar:4|Mobile_phone:6|Headphones:8|Hat:5|Sunglasses:7
3101,Shirt:8|Trousers:5|Footwear:9|Handbag:3|Watch:6|Guitar:10|Mobile_phone:2|Headphones:7|Hat:1|Sunglasses:4
3102,Shirt:1|Trousers:10|Footwear:4|Handbag:5|Watch:9|Guitar:7|Mobile_phone:8|Headphones:6|Hat:3|Sunglasses:2
3103,Shirt:9|Trousers:10|Footwear:7|Handbag:4|Watch:3|Guitar:2|Mobile_phone:5|Headphones:6|Hat:1|Sunglasses:8
3104,Shirt:3|Trousers:9|Footwear:8|Handbag:10|Watch:1|Guitar:7|Mobile_phone:4|Headphones:2|Hat:5|Sunglasses:6
3105,Shirt:6|Trousers:4|Footwear:8|Handbag:5|Watch:10|Guitar:2|Mobile_phone:1|Headphones:3|Hat:7|Sunglasses:9
3106,Shirt:2|Trousers:7|Footwear:10|Handbag:1|Watch:5|Guitar:3|Mobile_phone:6|Headphones:4|Hat:9|Sunglasses:8
3107,Shirt:4|Trousers:5|Footwear:3|Handbag:9|Watch:10|Guitar:6|Mobile_phone:7|Headphones:8|Hat:1|Sunglasses:2
3108,Shirt:7|Trousers:3|Footwear:1|Handbag:10|Watch:6|Guitar:4|Mobile_phone:2|Headphones:8|Hat:5|Sunglasses:9
3109,Shirt:5|Trousers:2|Footwear:6|Handbag:10|Watch:3|Guitar:1|Mobile_phone:4|Headphones:8|Hat:7|Sunglasses:9
3110,Shirt:7|Trousers:8|Footwear:2|Handbag:5|Watch:4|Guitar:1|Mobile_phone:10|Headphones:6|Hat:9|Sunglasses:3
3111,Shirt:1|Trousers:3|Footwear:7|Handbag:5|Watch:10|Guitar:2|Mobile_phone:6|Headphones:4|Hat:8|Sunglasses:9
3112,Shirt:3|Trousers:6|Footwear:5|Handbag:7|Watch:4|Guitar:9|Mobile_phone:10|Headphones:2|Hat:8|Sunglasses:1
3113,Shirt:5|Trousers:4|Footwear:10|Handbag:9|Watch:8|Guitar:6|Mobile_phone:2|Headphones:7|Hat:1|Sunglasses:3
3114,Shirt:5|Trousers:10|Footwear:2|Handbag:8|Watch:1|Guitar:4|Mobile_phone:9|Headphones:7|Hat:3|Sunglasses:6
3115,Shirt:1|Trousers:5|Footwear:8|Handbag:2|Watch:10|Guitar:3|Mobile_phone:7|Headphones:4|Hat:9|Sunglasses:6
3116,Shirt:4|Trousers:10|Footwear:5|Handbag:2|Watch:8|Guitar:6|Mobile_phone:9|Headphones:3|Hat:7|Sunglasses:1
3117,Shirt:8|Trousers:1|Footwear:6|Handbag:10|Watch:2|Guitar:9|Mobile_phone:4|Headphones:7|Hat:3|Sunglasses:5
3118,Shirt:6|Trousers:5|Footwear:1|Handbag:4|Watch:7|Guitar:8|Mobile_phone:2|Headphones:9|Hat:3|Sunglasses:10
3119,Shirt:2|Trousers:9|Footwear:1|Handbag:8|Watch:10|Guitar:6|Mobile_phone:3|Headphones:5|Hat:7|Sunglasses:4
3120,Shirt:7|Trousers:4|Footwear:9|Handbag:3|Watch:1|Guitar:2|Mobile_phone:8|Headphones:5|Hat:10|Sunglasses:6
3121,Shirt:6|Trousers:3|Footwear:2|Handbag:9|Watch:10|Guitar:1|Mobile_phone:8|Headphones:5|Hat:7|Sunglasses:4
3122,Shirt:2|Trousers:7|Footwear:3|Handbag:10|Watch:1|Guitar:9|Mobile_phone:8|Headphones:6|Hat:5|Sunglasses:4
3123,Shirt:4|Trousers:9|Footwear:5|Handbag:1|Watch:10|Guitar:3|Mobile_phone:7|Headphones:6|Hat:2|Sunglasses:8
3124,Shirt:3|Trousers:7|Footwear:5|Handbag:9|Watch:10|Guitar:8|Mobile_phone:4|Headphones:2|Hat:6|Sunglasses:1
3125,Shirt:8|Trousers:7|Footwear:1|Handbag:10|Watch:2|Guitar:4|Mobile_phone:5|Headphones:9|Hat:6|Sunglasses:3
3126,Shirt:6|Trousers:5|Footwear:2|Handbag:10|Watch:9|Guitar:4|Mobile_phone:7|Headphones:3|Hat:8|Sunglasses:1
3127,Shirt:8|Trousers:7|Footwear:1|Handbag:3|Watch:5|Guitar:10|Mobile_phone:4|Headphones:2|Hat:9|Sunglasses:6
3128,Shirt:7|Trousers:4|Footwear:5|Handbag:1|Watch:2|Guitar:10|Mobile_phone:6|Headphones:3|Hat:8|Sunglasses:9
3129,Shirt:2|Trousers:10|Footwear:7|Handbag:4|Watch:8|Guitar:3|Mobile_phone:1|Headphones:5|Hat:6|Sunglasses:9
3130,Shirt:7|Trousers:2|Footwear:6|Handbag:3|Watch:9|Guitar:8|Mobile_phone:5|Headphones:4|Hat:10|Sunglasses:1
3131,Shirt:10|Trousers:5|Footwear:9|Handbag:2|Watch:7|Guitar:4|Mobile_phone:8|Headphones:1|Hat:3|Sunglasses:6
3132,Shirt:2|Trousers:3|Footwear:5|Handbag:7|Watch:8|Guitar:4|Mobile_phone:6|Headphones:9|Hat:10|Sunglasses:1
3133,Shirt:3|Trousers:8|Footwear:6|Handbag:10|Watch:5|Guitar:2|Mobile_phone:9|Headphones:4|Hat:1|Sunglasses:7
3134,Shirt:5|Trousers:8|Footwear:1|Handbag:9|Watch:2|Guitar:7|Mobile_phone:6|Headphones:3|Hat:4|Sunglasses:10
3135,Shirt:1|Trousers:9|Footwear:4|Handbag:8|Watch:3|Guitar:10|Mobile_phone:2|Headphones:7|Hat:6|Sunglasses:5
